Name,Price,Original Price,Image,Type,Stock,Date
Jidai Koshirae Iaito,373.20,533.14,https://yarinohanzo.com/12738-home_default/jidai-koshirae-iaito-iaito-practice-sword-handmade-samurai-sword.jpg,performance,True,2026-08-09
Higo Koshirae Iaito Generation 2,317.32,373.32,https://yarinohanzo.com/12387-home_default/higo-koshirae-iaito-generation-2-iaito-practice-sword-handmade-samurai-sword.jpg,performance,True,2026-08-09
Shinden Fudo Ryu Katana,315.24,362.34,https://yarinohanzo.com/12055-home_default/shinden-fudo-ryu-katana-iaito-practice-sword-handmade-samurai-sword.jpg,performance,True,2026-08-09
Fukushima Wakizashi,212.28,212.28,https://yarinohanzo.com/12523-home_default/fukushima-wakizashi-iaito-practice-sword-handmade-samurai-sword.jpg,damascus,True,2026-08-09
Ishikawa Katana,318.97,384.30,https://yarinohanzo.com/12305-home_default/ishikawa-katana-iaito-practice-sword-handmade-samurai-sword.jpg,damascus,True,2026-08-09
Fukushima Katana,233.91,303.78,https://yarinohanzo.com/11329-home_default/fukushima-katana-iaito-practice-sword-handmade-samurai-sword.jpg,damascus,True,2026-08-09
Saito Katana,264.51,362.34,https://yarinohanzo.com/11317-home_default/saito-katana-iaito-practice-sword-handmade-samurai-sword.jpg,damascus,True,2026-08-09
Oni Katana IAITO,992.59,"1,102.88",https://yarinohanzo.com/12459-home_default/oni-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-09
Kamei Katana IAITO,919.39,"1,149.24",https://yarinohanzo.com/12447-home_default/kamei-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-09
Fuji Katana IAITO,959.51,"1,102.88",https://yarinohanzo.com/12437-home_default/fuji-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,False,2026-08-09
Togakure Shinobigatana,501.15,533.14,https://yarinohanzo.com/12097-home_default/togakure-shinobigatana-iaito-practice-sword-handmade-ninja-sword.jpg,superior,True,2026-08-09
Dotanuki Katana IAITO,423.94,523.38,https://yarinohanzo.com/11300-home_default/dotanuki-iaito-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,False,2026-08-09
Sakai Katana IAITO,561.02,660.02,https://yarinohanzo.com/11286-home_default/sakai-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-09
Kamakiri Katana IAITO,530.94,663.68,https://yarinohanzo.com/11276-home_default/kamakiri-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-09
Araki Katana IAITO,736.36,791.78,https://yarinohanzo.com/11265-home_default/araki-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-09
Nami Katana IAITO,566.57,658.80,https://yarinohanzo.com/11253-home_default/nami-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-09
Kimura Katana IAITO,564.13,663.68,https://yarinohanzo.com/11242-home_default/kimura-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-09
Akechi Katana IAITO,737.49,983.32,https://yarinohanzo.com/11232-home_default/akechi-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-09
Nobunaga Katana IAITO,558.27,697.84,https://yarinohanzo.com/11224-home_default/nobunaga-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-09
Tombo Katana IAITO,539.73,674.66,https://yarinohanzo.com/11215-home_default/tombo-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-09
Tsuru Katana,135.85,159.82,https://yarinohanzo.com/14156-home_default/tsuru-katana-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-10
Hishikari Katana,135.85,159.82,https://yarinohanzo.com/14142-home_default/hishikari-katana-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-10
Takenomori Katana,135.85,159.82,https://yarinohanzo.com/14128-home_default/takenomori-katana-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-10
Shibata Katana,127.86,159.82,https://yarinohanzo.com/14115-home_default/shibata-katana-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-10
Kochō Katana,127.86,159.82,https://yarinohanzo.com/14103-home_default/kocho-katana-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-10
Suiryu Katana,135.85,159.82,https://yarinohanzo.com/14088-home_default/suiryu-katana-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-10
Asakura Wakizashi,95.65,136.64,https://yarinohanzo.com/13516-home_default/asakura-wakizashi-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-10
Musha Wakizashi,106.58,136.64,https://yarinohanzo.com/13506-home_default/musha-wakizashi-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-10
Musashi Wakizashi Basic,106.75,152.50,https://yarinohanzo.com/13497-home_default/musashi-wakizashi-basic-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-10
Yuki Katana,96.08,128.10,https://yarinohanzo.com/12259-home_default/yuki-katana-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-10
Asakura Katana,105.47,115.90,https://yarinohanzo.com/12250-home_default/asakura-katana-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-10
Musha Katana,117.02,132.98,https://yarinohanzo.com/11116-home_default/musha-katana-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-10
Musashi Katana,117.58,148.84,https://yarinohanzo.com/11107-home_default/musashi-katana-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-10
Ronin Katana,149.28,196.42,https://yarinohanzo.com/12174-home_default/ronin-katana-iaito-practice-sword-handmade-samurai-sword.jpg,practical,True,2026-08-10
Musashi Wakizashi,161.06,196.42,https://yarinohanzo.com/11206-home_default/musashi-wakizashi-iaito-practice-sword-handmade-samurai-sword.jpg,practical,True,2026-08-10
Yagyu Katana,139.08,185.44,https://yarinohanzo.com/11196-home_default/yagyu-katana-iaito-practice-sword-handmade-samurai-sword.jpg,practical,True,2026-08-10
Yamamoto Katana,149.40,191.54,https://yarinohanzo.com/11156-home_default/yamamoto-katana-iaito-practice-sword-handmade-samurai-sword.jpg,practical,True,2026-08-10
Nanbu Katana,148.35,185.44,https://yarinohanzo.com/11146-home_default/nanbu-katana-iaito-practice-sword-handmade-samurai-sword.jpg,practical,True,2026-08-10
Musashi Katana,174.24,235.46,https://yarinohanzo.com/11135-home_default/musashi-katana-iaito-practice-sword-handmade-samurai-sword-1.jpg,practical,True,2026-08-10
Minamoto Katana,184.35,267.18,https://yarinohanzo.com/11125-home_default/minamoto-katana-iaito-practice-sword-handmade-samurai-sword.jpg,practical,True,2026-08-10
Murakami Katana,139.46,196.42,https://yarinohanzo.com/12154-home_default/murakami-katana-iaito-practice-sword-handmade-samurai-sword.jpg,practical,True,2026-08-10
Iga Ninja To,230.34,287.92,https://yarinohanzo.com/14176-home_default/iga-ninja-to-iaito-practice-ninja-sword-handmade-sk-ninja-sword.jpg,special,True,2026-08-10
Sakura Iaito XL Generation 2,298.90,427.00,https://yarinohanzo.com/13383-home_default/sakura-iaito-xl-generation-2-iaito-practice-sword-handmade-samurai-sword.jpg,special,True,2026-08-10
Taira Iaito Generation 2,266.25,416.02,https://yarinohanzo.com/13347-home_default/taira-iaito-generation-2-iaito-practice-sword-handmade-samurai-sword.jpg,special,True,2026-08-10
Sankaku Yari,320.25,427.00,https://yarinohanzo.com/12472-home_default/sankaku-yari-iaito-practice-japanese-spear-handmade-samurai-spear.jpg,special,True,2026-08-10
Shinobi Kodachi,105.14,169.58,https://yarinohanzo.com/12189-home_default/shinobi-kodachi-ninja-kodachi-kakushi-ken-handmade-ninja-sword.jpg,special,True,2026-08-10
Shikorogatana,242.44,351.36,https://yarinohanzo.com/12106-home_default/shikorogatana-iaito-practice-sword-handmade-ninja-sword.jpg,special,True,2026-08-10
Shirasaya,105.04,128.10,https://yarinohanzo.com/11446-home_default/shirasaya-iaito-practice-sword-handmade-samurai-sword.jpg,special,True,2026-08-10
Shinobigatana (Traditional Ninja To),191.24,254.98,https://yarinohanzo.com/11395-home_default/shinobigatana-traditional-ninja-to-iaito-practice-sword-handmade-ninja-sword.jpg,special,True,2026-08-10
Jintachi,105.23,152.50,https://yarinohanzo.com/11377-home_default/jintachi-iaito-practice-tachi-sword-handmade-samurai-sword.jpg,special,True,2026-08-10
Nodachi,271.69,319.64,https://yarinohanzo.com/11368-home_default/nodachi-iaito-practice-sword-handmade-samurai-sword.jpg,special,True,2026-08-10
Ô-Katana,234.04,265.96,https://yarinohanzo.com/11359-home_default/o-katana-iaito-practice-sword-handmade-samurai-sword.jpg,special,True,2026-08-10
Sakura Iaito Generation 2,255.18,405.04,https://yarinohanzo.com/11349-home_default/sakura-iaito-generation-2-iaito-practice-sword-handmade-samurai-sword.jpg,special,True,2026-08-10
Performance Iaito,157.09,212.28,https://yarinohanzo.com/11339-home_default/performance-iaito-iaito-practice-sword-handmade-samurai-sword.jpg,special,False,2026-08-10
Nagamaki,212.77,265.96,https://yarinohanzo.com/11093-home_default/nagamaki-iaito-practice-sword-handmade-samurai-sword.jpg,special,True,2026-08-10
O- KATANA LIMITED EDITION,390.71,640.50,https://yarinohanzo.com/14388-home_default/o-katana-limited-edition-handmade-iaito-sword.jpg,special,True,2026-08-10
Higo Koshirae Iaito XL Generation 2,349.46,416.02,https://yarinohanzo.com/13791-home_default/higo-koshirae-iaito-xl-generation-2-iaito-practice-sword-handmade-samurai-sword.jpg,performance,True,2026-08-10
Miyamoto Musashi Iaito XL 11th Anniversary,349.46,416.02,https://yarinohanzo.com/13780-home_default/miyamoto-musashi-iaito-xl-11th-anniversary-iaito-practice-sword-handmade-samurai-sword.jpg,performance,True,2026-08-10
Kuroda Katana 10th Anniversary,359.41,599.02,https://yarinohanzo.com/13407-home_default/kuroda-katana-10th-anniversary-iaito-practice-sword-handmade-samurai-sword.jpg,performance,True,2026-08-10
Shinobigatana ULTIMATE EDITION,346.24,577.06,https://yarinohanzo.com/13392-home_default/shinobigatana-ultimate-edition-iaito-practice-sword-handmade-ninja-sword.jpg,performance,True,2026-08-10
Miyamoto Musashi Iaito 11th Anniversary,320.01,372.10,https://yarinohanzo.com/13303-home_default/miyamoto-musashi-iaito-11th-anniversary-iaito-practice-sword-handmade-samurai-sword.jpg,performance,True,2026-08-10
Jidai Koshirae Iaito,373.20,533.14,https://yarinohanzo.com/12738-home_default/jidai-koshirae-iaito-iaito-practice-sword-handmade-samurai-sword.jpg,performance,True,2026-08-10
Higo Koshirae Iaito Generation 2,317.32,373.32,https://yarinohanzo.com/12387-home_default/higo-koshirae-iaito-generation-2-iaito-practice-sword-handmade-samurai-sword.jpg,performance,True,2026-08-10
Shinden Fudo Ryu Katana,315.24,362.34,https://yarinohanzo.com/12055-home_default/shinden-fudo-ryu-katana-iaito-practice-sword-handmade-samurai-sword.jpg,performance,True,2026-08-10
Fukushima Wakizashi,212.28,212.28,https://yarinohanzo.com/12523-home_default/fukushima-wakizashi-iaito-practice-sword-handmade-samurai-sword.jpg,damascus,True,2026-08-10
Ishikawa Katana,318.97,384.30,https://yarinohanzo.com/12305-home_default/ishikawa-katana-iaito-practice-sword-handmade-samurai-sword.jpg,damascus,True,2026-08-10
Fukushima Katana,233.91,303.78,https://yarinohanzo.com/11329-home_default/fukushima-katana-iaito-practice-sword-handmade-samurai-sword.jpg,damascus,True,2026-08-10
Saito Katana,264.51,362.34,https://yarinohanzo.com/11317-home_default/saito-katana-iaito-practice-sword-handmade-samurai-sword.jpg,damascus,True,2026-08-10
Oni Katana IAITO,992.59,"1,102.88",https://yarinohanzo.com/12459-home_default/oni-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-10
Kamei Katana IAITO,919.39,"1,149.24",https://yarinohanzo.com/12447-home_default/kamei-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-10
Fuji Katana IAITO,959.51,"1,102.88",https://yarinohanzo.com/12437-home_default/fuji-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,False,2026-08-10
Togakure Shinobigatana,501.15,533.14,https://yarinohanzo.com/12097-home_default/togakure-shinobigatana-iaito-practice-sword-handmade-ninja-sword.jpg,superior,True,2026-08-10
Dotanuki Katana IAITO,423.94,523.38,https://yarinohanzo.com/11300-home_default/dotanuki-iaito-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,False,2026-08-10
Sakai Katana IAITO,561.02,660.02,https://yarinohanzo.com/11286-home_default/sakai-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-10
Kamakiri Katana IAITO,530.94,663.68,https://yarinohanzo.com/11276-home_default/kamakiri-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-10
Araki Katana IAITO,736.36,791.78,https://yarinohanzo.com/11265-home_default/araki-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-10
Nami Katana IAITO,566.57,658.80,https://yarinohanzo.com/11253-home_default/nami-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-10
Kimura Katana IAITO,564.13,663.68,https://yarinohanzo.com/11242-home_default/kimura-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-10
Akechi Katana IAITO,737.49,983.32,https://yarinohanzo.com/11232-home_default/akechi-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-10
Nobunaga Katana IAITO,558.27,697.84,https://yarinohanzo.com/11224-home_default/nobunaga-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-10
Tombo Katana IAITO,539.73,674.66,https://yarinohanzo.com/11215-home_default/tombo-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-10
Tsuru Katana,135.85,159.82,https://yarinohanzo.com/14156-home_default/tsuru-katana-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-11
Hishikari Katana,135.85,159.82,https://yarinohanzo.com/14142-home_default/hishikari-katana-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-11
Takenomori Katana,135.85,159.82,https://yarinohanzo.com/14128-home_default/takenomori-katana-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-11
Shibata Katana,127.86,159.82,https://yarinohanzo.com/14115-home_default/shibata-katana-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-11
Kochō Katana,127.86,159.82,https://yarinohanzo.com/14103-home_default/kocho-katana-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-11
Suiryu Katana,135.85,159.82,https://yarinohanzo.com/14088-home_default/suiryu-katana-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-11
Asakura Wakizashi,95.65,136.64,https://yarinohanzo.com/13516-home_default/asakura-wakizashi-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-11
Musha Wakizashi,106.58,136.64,https://yarinohanzo.com/13506-home_default/musha-wakizashi-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-11
Musashi Wakizashi Basic,106.75,152.50,https://yarinohanzo.com/13497-home_default/musashi-wakizashi-basic-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-11
Yuki Katana,96.08,128.10,https://yarinohanzo.com/12259-home_default/yuki-katana-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-11
Asakura Katana,105.47,115.90,https://yarinohanzo.com/12250-home_default/asakura-katana-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-11
Musha Katana,117.02,132.98,https://yarinohanzo.com/11116-home_default/musha-katana-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-11
Musashi Katana,117.58,148.84,https://yarinohanzo.com/11107-home_default/musashi-katana-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-11
Ronin Katana,149.28,196.42,https://yarinohanzo.com/12174-home_default/ronin-katana-iaito-practice-sword-handmade-samurai-sword.jpg,practical,True,2026-08-11
Musashi Wakizashi,161.06,196.42,https://yarinohanzo.com/11206-home_default/musashi-wakizashi-iaito-practice-sword-handmade-samurai-sword.jpg,practical,True,2026-08-11
Yagyu Katana,139.08,185.44,https://yarinohanzo.com/11196-home_default/yagyu-katana-iaito-practice-sword-handmade-samurai-sword.jpg,practical,True,2026-08-11
Yamamoto Katana,149.40,191.54,https://yarinohanzo.com/11156-home_default/yamamoto-katana-iaito-practice-sword-handmade-samurai-sword.jpg,practical,True,2026-08-11
Nanbu Katana,148.35,185.44,https://yarinohanzo.com/11146-home_default/nanbu-katana-iaito-practice-sword-handmade-samurai-sword.jpg,practical,True,2026-08-11
Musashi Katana,174.24,235.46,https://yarinohanzo.com/11135-home_default/musashi-katana-iaito-practice-sword-handmade-samurai-sword-1.jpg,practical,True,2026-08-11
Minamoto Katana,184.35,267.18,https://yarinohanzo.com/11125-home_default/minamoto-katana-iaito-practice-sword-handmade-samurai-sword.jpg,practical,True,2026-08-11
Murakami Katana,139.46,196.42,https://yarinohanzo.com/12154-home_default/murakami-katana-iaito-practice-sword-handmade-samurai-sword.jpg,practical,True,2026-08-11
Iga Ninja To,230.34,287.92,https://yarinohanzo.com/14176-home_default/iga-ninja-to-iaito-practice-ninja-sword-handmade-sk-ninja-sword.jpg,special,True,2026-08-11
Sakura Iaito XL Generation 2,298.90,427.00,https://yarinohanzo.com/13383-home_default/sakura-iaito-xl-generation-2-iaito-practice-sword-handmade-samurai-sword.jpg,special,True,2026-08-11
Taira Iaito Generation 2,266.25,416.02,https://yarinohanzo.com/13347-home_default/taira-iaito-generation-2-iaito-practice-sword-handmade-samurai-sword.jpg,special,True,2026-08-11
Sankaku Yari,320.25,427.00,https://yarinohanzo.com/12472-home_default/sankaku-yari-iaito-practice-japanese-spear-handmade-samurai-spear.jpg,special,True,2026-08-11
Shinobi Kodachi,105.14,169.58,https://yarinohanzo.com/12189-home_default/shinobi-kodachi-ninja-kodachi-kakushi-ken-handmade-ninja-sword.jpg,special,True,2026-08-11
Shikorogatana,242.44,351.36,https://yarinohanzo.com/12106-home_default/shikorogatana-iaito-practice-sword-handmade-ninja-sword.jpg,special,True,2026-08-11
Shirasaya,105.04,128.10,https://yarinohanzo.com/11446-home_default/shirasaya-iaito-practice-sword-handmade-samurai-sword.jpg,special,True,2026-08-11
Shinobigatana (Traditional Ninja To),191.24,254.98,https://yarinohanzo.com/11395-home_default/shinobigatana-traditional-ninja-to-iaito-practice-sword-handmade-ninja-sword.jpg,special,True,2026-08-11
Jintachi,105.23,152.50,https://yarinohanzo.com/11377-home_default/jintachi-iaito-practice-tachi-sword-handmade-samurai-sword.jpg,special,True,2026-08-11
Nodachi,271.69,319.64,https://yarinohanzo.com/11368-home_default/nodachi-iaito-practice-sword-handmade-samurai-sword.jpg,special,True,2026-08-11
Ô-Katana,234.04,265.96,https://yarinohanzo.com/11359-home_default/o-katana-iaito-practice-sword-handmade-samurai-sword.jpg,special,True,2026-08-11
Sakura Iaito Generation 2,255.18,405.04,https://yarinohanzo.com/11349-home_default/sakura-iaito-generation-2-iaito-practice-sword-handmade-samurai-sword.jpg,special,True,2026-08-11
Performance Iaito,157.09,212.28,https://yarinohanzo.com/11339-home_default/performance-iaito-iaito-practice-sword-handmade-samurai-sword.jpg,special,False,2026-08-11
Nagamaki,212.77,265.96,https://yarinohanzo.com/11093-home_default/nagamaki-iaito-practice-sword-handmade-samurai-sword.jpg,special,True,2026-08-11
O- KATANA LIMITED EDITION,390.71,640.50,https://yarinohanzo.com/14388-home_default/o-katana-limited-edition-handmade-iaito-sword.jpg,special,True,2026-08-11
Higo Koshirae Iaito XL Generation 2,349.46,416.02,https://yarinohanzo.com/13791-home_default/higo-koshirae-iaito-xl-generation-2-iaito-practice-sword-handmade-samurai-sword.jpg,performance,True,2026-08-11
Miyamoto Musashi Iaito XL 11th Anniversary,349.46,416.02,https://yarinohanzo.com/13780-home_default/miyamoto-musashi-iaito-xl-11th-anniversary-iaito-practice-sword-handmade-samurai-sword.jpg,performance,True,2026-08-11
Kuroda Katana 10th Anniversary,359.41,599.02,https://yarinohanzo.com/13407-home_default/kuroda-katana-10th-anniversary-iaito-practice-sword-handmade-samurai-sword.jpg,performance,True,2026-08-11
Shinobigatana ULTIMATE EDITION,346.24,577.06,https://yarinohanzo.com/13392-home_default/shinobigatana-ultimate-edition-iaito-practice-sword-handmade-ninja-sword.jpg,performance,True,2026-08-11
Miyamoto Musashi Iaito 11th Anniversary,320.01,372.10,https://yarinohanzo.com/13303-home_default/miyamoto-musashi-iaito-11th-anniversary-iaito-practice-sword-handmade-samurai-sword.jpg,performance,True,2026-08-11
Jidai Koshirae Iaito,373.20,533.14,https://yarinohanzo.com/12738-home_default/jidai-koshirae-iaito-iaito-practice-sword-handmade-samurai-sword.jpg,performance,True,2026-08-11
Higo Koshirae Iaito Generation 2,317.32,373.32,https://yarinohanzo.com/12387-home_default/higo-koshirae-iaito-generation-2-iaito-practice-sword-handmade-samurai-sword.jpg,performance,True,2026-08-11
Shinden Fudo Ryu Katana,315.24,362.34,https://yarinohanzo.com/12055-home_default/shinden-fudo-ryu-katana-iaito-practice-sword-handmade-samurai-sword.jpg,performance,True,2026-08-11
Fukushima Wakizashi,212.28,212.28,https://yarinohanzo.com/12523-home_default/fukushima-wakizashi-iaito-practice-sword-handmade-samurai-sword.jpg,damascus,True,2026-08-11
Ishikawa Katana,318.97,384.30,https://yarinohanzo.com/12305-home_default/ishikawa-katana-iaito-practice-sword-handmade-samurai-sword.jpg,damascus,True,2026-08-11
Fukushima Katana,233.91,303.78,https://yarinohanzo.com/11329-home_default/fukushima-katana-iaito-practice-sword-handmade-samurai-sword.jpg,damascus,True,2026-08-11
Saito Katana,264.51,362.34,https://yarinohanzo.com/11317-home_default/saito-katana-iaito-practice-sword-handmade-samurai-sword.jpg,damascus,True,2026-08-11
Oni Katana IAITO,992.59,"1,102.88",https://yarinohanzo.com/12459-home_default/oni-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-11
Kamei Katana IAITO,919.39,"1,149.24",https://yarinohanzo.com/12447-home_default/kamei-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-11
Fuji Katana IAITO,959.51,"1,102.88",https://yarinohanzo.com/12437-home_default/fuji-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,False,2026-08-11
Togakure Shinobigatana,501.15,533.14,https://yarinohanzo.com/12097-home_default/togakure-shinobigatana-iaito-practice-sword-handmade-ninja-sword.jpg,superior,True,2026-08-11
Dotanuki Katana IAITO,423.94,523.38,https://yarinohanzo.com/11300-home_default/dotanuki-iaito-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,False,2026-08-11
Sakai Katana IAITO,561.02,660.02,https://yarinohanzo.com/11286-home_default/sakai-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-11
Kamakiri Katana IAITO,530.94,663.68,https://yarinohanzo.com/11276-home_default/kamakiri-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-11
Araki Katana IAITO,736.36,791.78,https://yarinohanzo.com/11265-home_default/araki-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-11
Nami Katana IAITO,566.57,658.80,https://yarinohanzo.com/11253-home_default/nami-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-11
Kimura Katana IAITO,564.13,663.68,https://yarinohanzo.com/11242-home_default/kimura-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-11
Akechi Katana IAITO,737.49,983.32,https://yarinohanzo.com/11232-home_default/akechi-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-11
Nobunaga Katana IAITO,558.27,697.84,https://yarinohanzo.com/11224-home_default/nobunaga-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-11
Tombo Katana IAITO,539.73,674.66,https://yarinohanzo.com/11215-home_default/tombo-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-11
Tsuru Katana,135.85,159.82,https://yarinohanzo.com/14156-home_default/tsuru-katana-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-12
Hishikari Katana,135.85,159.82,https://yarinohanzo.com/14142-home_default/hishikari-katana-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-12
Takenomori Katana,135.85,159.82,https://yarinohanzo.com/14128-home_default/takenomori-katana-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-12
Shibata Katana,127.86,159.82,https://yarinohanzo.com/14115-home_default/shibata-katana-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-12
Kochō Katana,127.86,159.82,https://yarinohanzo.com/14103-home_default/kocho-katana-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-12
Suiryu Katana,135.85,159.82,https://yarinohanzo.com/14088-home_default/suiryu-katana-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-12
Asakura Wakizashi,95.65,136.64,https://yarinohanzo.com/13516-home_default/asakura-wakizashi-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-12
Musha Wakizashi,106.58,136.64,https://yarinohanzo.com/13506-home_default/musha-wakizashi-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-12
Musashi Wakizashi Basic,106.75,152.50,https://yarinohanzo.com/13497-home_default/musashi-wakizashi-basic-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-12
Yuki Katana,96.08,128.10,https://yarinohanzo.com/12259-home_default/yuki-katana-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-12
Asakura Katana,105.47,115.90,https://yarinohanzo.com/12250-home_default/asakura-katana-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-12
Musha Katana,117.02,132.98,https://yarinohanzo.com/11116-home_default/musha-katana-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-12
Musashi Katana,117.58,148.84,https://yarinohanzo.com/11107-home_default/musashi-katana-iaito-practice-sword-handmade-samurai-sword.jpg,basic,True,2026-08-12
Ronin Katana,149.28,196.42,https://yarinohanzo.com/12174-home_default/ronin-katana-iaito-practice-sword-handmade-samurai-sword.jpg,practical,True,2026-08-12
Musashi Wakizashi,161.06,196.42,https://yarinohanzo.com/11206-home_default/musashi-wakizashi-iaito-practice-sword-handmade-samurai-sword.jpg,practical,True,2026-08-12
Yagyu Katana,139.08,185.44,https://yarinohanzo.com/11196-home_default/yagyu-katana-iaito-practice-sword-handmade-samurai-sword.jpg,practical,True,2026-08-12
Yamamoto Katana,149.40,191.54,https://yarinohanzo.com/11156-home_default/yamamoto-katana-iaito-practice-sword-handmade-samurai-sword.jpg,practical,True,2026-08-12
Nanbu Katana,148.35,185.44,https://yarinohanzo.com/11146-home_default/nanbu-katana-iaito-practice-sword-handmade-samurai-sword.jpg,practical,True,2026-08-12
Musashi Katana,174.24,235.46,https://yarinohanzo.com/11135-home_default/musashi-katana-iaito-practice-sword-handmade-samurai-sword-1.jpg,practical,True,2026-08-12
Minamoto Katana,184.35,267.18,https://yarinohanzo.com/11125-home_default/minamoto-katana-iaito-practice-sword-handmade-samurai-sword.jpg,practical,True,2026-08-12
Murakami Katana,139.46,196.42,https://yarinohanzo.com/12154-home_default/murakami-katana-iaito-practice-sword-handmade-samurai-sword.jpg,practical,True,2026-08-12
Iga Ninja To,230.34,287.92,https://yarinohanzo.com/14176-home_default/iga-ninja-to-iaito-practice-ninja-sword-handmade-sk-ninja-sword.jpg,special,True,2026-08-12
